98304,6,2
98310,6,2
98316,6,2
98322,6,2
98328,6,2
98334,6,2
98340,6,2
98346,6,2
98352,6,2
98358,6,2
98364,6,2
98370,6,2
98376,6,2
98382,6,2
98388,6,2
98394,6,2
98400,6,2
98406,6,2
98412,6,2
98418,6,2
98424,6,2
98430,6,2
98436,6,2
98442,6,2
98448,6,2
98454,6,2
98460,6,2
98466,6,2
98472,6,2
98478,6,2
98484,6,2
98490,6,2
98496,6,2
98502,6,2
98508,6,2
98514,6,2
98520,6,2
98526,6,2
98532,6,2
98538,6,2
98544,6,2
98550,6,2
98556,6,2
98562,6,2
98568,6,2
98574,6,2
98580,6,2
98586,6,2
98592,6,2
98598,6,2
98604,6,2
98610,6,2
98616,6,2
98622,6,2
98628,6,2
98634,6,2
98640,6,2
98646,6,2
98652,6,2
98658,6,2
98664,6,2
98670,6,2
98676,6,2
98682,6,2
98688,6,2
98694,6,2
98700,6,2
98706,6,2
98712,6,2
98718,6,2
98724,6,2
98730,6,2
98736,6,2
98742,6,2
98748,6,2
98754,6,2
98760,6,2
98766,6,2
98772,6,2
98778,6,2
98784,6,2
98790,6,2
98796,6,2
98802,6,2
98808,6,2
98814,6,2
98820,6,2
98826,6,2
98832,6,2
98838,6,2
98844,6,2
98850,6,2
98856,6,2
98862,6,2
98868,6,2
98874,6,2
98880,6,2
98886,6,2
98892,6,2
98898,6,2
98904,6,2
98910,6,2
98916,6,2
98922,6,2
98928,6,2
98934,6,2
98940,6,2
98946,6,2
98952,6,2
98958,6,2
98964,6,2
98970,6,2
98976,6,2
98982,6,2
98988,6,2
98994,6,2
99000,6,2
99006,6,2
99012,6,2
99018,6,2
99024,6,2
99030,6,2
99036,6,2
99042,6,2
99048,6,2
99054,6,2
99060,6,2
99066,6,2
99072,6,2
99078,6,2
99084,6,2
99090,6,2
99096,6,2
99102,6,2
99108,6,2
99114,6,2
99120,6,2
99126,6,2
99132,6,2
99138,6,2
99144,6,2
99150,6,2
99156,6,2
99162,6,2
99168,6,2
99174,6,2
